P-P type	Composition ID	HMM profile in composition	Composition size	Total number of profiles for P-P type
pSLy3	pSLy3_Composition_44	pSLy3_pers_CE141_RS27935	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_IMP05_RS25115	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GBF15_RS23940	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HXS77_RS22325	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_JR901_RS24410	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HXS78_RS23505	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GAG93_RS24175	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GAG93_RS24170	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_A9C00_RS26400	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_AM483_RS27040	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_BE965_RS00535	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_BLJ80_RS26705	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_BWZ24_RS01705	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_C6669_RS27960	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_C6P55_RS30195	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_CE141_RS27555	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_CPZ02_RS26810	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_CRT34_RS27280	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_CXX05_RS25700	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_D3W51_RS24515	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_ECRM9975_RS28335	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_FNE86_RS22765	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_FNE86_RS22920	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_FNE86_RS23240	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_FNP78_RS00045	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_FNP78_RS00605	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GBF15_RS23780	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_GZS17_RS24735	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_H5V41_RS22790	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HUV22_RS25765	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HV010_RS23005	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HV010_RS23285	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HXS78_RS23330	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_I6K17_RS27355	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_IEC99_RS25820	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_IMP05_RS24775	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_IMQ59_RS25580	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_JLH08_RS24950	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_JLZ97_RS24385	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_JMW69_RS24575	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_JMW69_RS24580	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_JR901_RS24185	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_O3M_RS26960	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_CPZ02_RS26895	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HVX45_RS22520	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_HHJ44_RS25515	89	95
pSLy3	pSLy3_Composition_44	pSLy3_pers_C6P55_RS30200	89	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HXS78_RS23500	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_AM483_RS27125	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_BWZ24_RS01875	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_C6669_RS27590	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_CCV27_RS25190	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_CEQ26_RS00225	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_COG38_RS25400	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_DFS94_RS24355	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_DFS94_RS24530	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_DWB25_RS24300	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_EAH50_RS24835	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_FNE86_RS22760	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_GAG93_RS23820	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_GBF15_RS23775	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_GBF15_RS23785	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_GBF15_RS24100	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_GZS17_RS25215	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_H7R53_RS24705	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_H7R53_RS24885	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HCR07_RS28410	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HHJ44_RS25345	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HUV22_RS25445	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HUV22_RS25770	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HUV24_RS25205	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HVX45_RS22360	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HVZ69_RS23305	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HVZ69_RS23320	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HXS77_RS22380	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HXS77_RS22640	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_IEC99_RS25660	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_IMP05_RS24950	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_IMQ02_RS22645	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_IMQ02_RS22815	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_JR901_RS24180	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_RG73_RS25925	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_RG73_RS26155	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_FNP78_RS00610	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_FNE85_RS24595	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_CEQ26_RS00025	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_GAG93_RS24010	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_JR901_RS24005	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_C6P55_RS30285	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_CE141_RS27935	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_IMP05_RS25115	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_GBF15_RS23940	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HXS77_RS22325	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_JR901_RS24410	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HXS78_RS23505	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_GAG93_RS24175	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_A9C00_RS26400	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_AM483_RS27040	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_BE965_RS00200	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_BE965_RS00535	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_BLJ80_RS26705	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_BWZ24_RS01705	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_C6669_RS27960	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_C6P55_RS30195	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_CE141_RS27555	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_COG38_RS25585	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_CPZ02_RS26810	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_CRT34_RS27280	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_CXX05_RS25700	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_D3W51_RS24515	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_ECRM9975_RS28335	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_FNE86_RS22765	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_FNE86_RS22920	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_FNE86_RS23240	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_FNP78_RS00045	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_FNP78_RS00605	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_GBF15_RS23780	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_GZS17_RS24735	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_H5V41_RS22790	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HUV22_RS25765	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HV010_RS23285	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HXS78_RS23330	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_IEC99_RS25820	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_IMP05_RS24775	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_IMQ59_RS25580	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_JLH08_RS24950	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_JMW69_RS24575	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_JMW69_RS24580	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_JR901_RS24185	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_O3M_RS26960	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_RG42_RS24765	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_CPZ02_RS26895	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HVX45_RS22520	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_HHJ44_RS25515	88	95
pSLy3	pSLy3_Composition_11	pSLy3_pers_C6P55_RS30200	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HXS78_RS23500	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_AM483_RS27125	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_BWZ24_RS01875	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_C6669_RS27590	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_CCV27_RS25190	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_CEQ26_RS00225	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_COG38_RS25400	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_DFS94_RS24355	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_DFS94_RS24530	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_DWB25_RS24300	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_EAH50_RS24835	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_FNE86_RS22760	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_GAG93_RS23820	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_GBF15_RS23775	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_GBF15_RS23785	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_GBF15_RS24100	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_GZS17_RS25215	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_H7R53_RS24705	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_H7R53_RS24885	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HCR07_RS28410	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HHJ44_RS25345	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HUV22_RS25445	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HUV22_RS25770	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HUV24_RS25205	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HVX45_RS22360	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HVZ69_RS23305	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HVZ69_RS23320	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HXS77_RS22380	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HXS77_RS22640	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_IEC99_RS25660	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_IMP05_RS24950	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_IMQ02_RS22645	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_IMQ02_RS22815	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_JR901_RS24180	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_RG73_RS25925	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_RG73_RS25940	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_RG73_RS26155	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_CEQ26_RS00375	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_FNP78_RS00610	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_FNE85_RS24595	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_CEQ26_RS00025	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_GAG93_RS24010	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_JR901_RS24005	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_CE141_RS27935	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_IMP05_RS25115	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_GBF15_RS23940	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HXS77_RS22325	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_JR901_RS24410	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HXS78_RS23505	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_GAG93_RS24175	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_GAG93_RS24170	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_A9C00_RS26400	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_AM483_RS27040	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_BE965_RS00535	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_BLJ80_RS26705	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_BWZ24_RS01705	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_C6P55_RS30195	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_CE141_RS27555	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_CPZ02_RS26810	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_CRT34_RS27280	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_D3W51_RS24515	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_ECRM9975_RS28335	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_FNE86_RS22765	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_FNE86_RS22920	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_FNE86_RS23240	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_FNP78_RS00045	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_FNP78_RS00605	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_GBF15_RS23780	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_H5V41_RS22790	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HUV22_RS25765	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HV010_RS23005	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HV010_RS23285	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HXS78_RS23330	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_I6K17_RS27355	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_IEC99_RS25820	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_IMP05_RS24775	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_IMQ59_RS25580	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_JLH08_RS24950	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_JLZ97_RS24385	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_JMW69_RS24575	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_JMW69_RS24580	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_JR901_RS24185	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_O3M_RS26960	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_RG42_RS24765	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_CPZ02_RS26895	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HVX45_RS22520	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_HHJ44_RS25515	88	95
pSLy3	pSLy3_Composition_28	pSLy3_pers_C6P55_RS30200	88	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HXS78_RS23500	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_AM483_RS27125	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_BWZ24_RS01875	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_C6669_RS27590	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_CCV27_RS25190	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_CEQ26_RS00225	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_COG38_RS25400	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_DFS94_RS24355	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_DFS94_RS24530	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_DWB25_RS24300	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_EAH50_RS24835	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_FNE86_RS22760	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_GAG93_RS23820	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_GBF15_RS23775	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_GBF15_RS23785	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_GBF15_RS24100	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_GZS17_RS25215	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_H7R53_RS24705	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_H7R53_RS24885	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HCR07_RS28410	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HHJ44_RS25345	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HUV22_RS25445	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HUV22_RS25770	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HUV24_RS25205	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HVX45_RS22360	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HVZ69_RS23305	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HVZ69_RS23320	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HXS77_RS22380	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HXS77_RS22640	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_IEC99_RS25660	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_IMP05_RS24950	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_IMQ02_RS22645	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_IMQ02_RS22815	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_JR901_RS24180	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_RG73_RS25925	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_RG73_RS25940	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_RG73_RS26155	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_CEQ26_RS00375	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_FNP78_RS00610	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_FNE85_RS24595	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_CEQ26_RS00025	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_GAG93_RS24010	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_JR901_RS24005	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_CE141_RS27935	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_IMP05_RS25115	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_GBF15_RS23940	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HXS77_RS22325	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_JR901_RS24410	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HXS78_RS23505	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_GAG93_RS24175	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_A9C00_RS26400	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_AM483_RS27040	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_BE965_RS00535	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_BLJ80_RS26705	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_BWZ24_RS01705	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_C6P55_RS30195	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_CE141_RS27555	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_CPZ02_RS26810	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_CRT34_RS27280	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_D3W51_RS24515	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_ECRM9975_RS28335	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_FNE86_RS22765	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_FNE86_RS22920	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_FNE86_RS23240	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_FNP78_RS00045	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_FNP78_RS00605	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_GBF15_RS23780	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HUV22_RS25765	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HV010_RS23005	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HV010_RS23285	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HXS78_RS23330	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_I6K17_RS27355	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_IEC99_RS25820	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_IMP05_RS24775	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_IMQ59_RS25580	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_JLH08_RS24950	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_JLZ97_RS24385	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_JMW69_RS24575	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_JMW69_RS24580	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_JR901_RS24185	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_O3M_RS26960	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_RG42_RS24765	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_CPZ02_RS26895	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HVX45_RS22520	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_HHJ44_RS25515	86	95
pSLy3	pSLy3_Composition_4	pSLy3_pers_C6P55_RS30200	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HXS78_RS23500	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_AM483_RS27125	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_BWZ24_RS01875	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_C6669_RS27590	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_CCV27_RS25190	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_CEQ26_RS00225	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_DFS94_RS24355	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_DFS94_RS24530	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_DWB25_RS24300	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_FNE86_RS22760	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_GAG93_RS23820	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_GBF15_RS23775	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_GBF15_RS23785	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_GBF15_RS24100	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_GZS17_RS25215	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_H7R53_RS24705	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_H7R53_RS24885	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HCR07_RS28410	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HHJ44_RS25345	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HUV22_RS25445	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HUV22_RS25770	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HUV24_RS25205	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HVX45_RS22360	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HVZ69_RS23305	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HVZ69_RS23320	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HXS77_RS22380	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_HXS77_RS22640	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_IEC99_RS25660	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_IMP05_RS24950	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_IMQ02_RS22645	86	95
pSLy3	pSLy3_Composition_33	pSLy3_pers_IMQ02_RS22815	86	95
